Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
17:31:41.613,,802,376,246
17:31:41.649,,821,355,233
17:31:41.673,>Walk,,,
17:31:41.686,,972,212,139
17:31:41.723,,962,168,152
17:31:41.760,,930,244,173
17:31:41.797,,770,266,172
17:31:41.834,,610,301,116
17:31:41.870,,552,384,138
17:31:41.907,,607,492,140
17:31:41.944,,650,559,122
17:31:41.981,,777,461,89
17:31:42.018,,927,505,129
17:31:42.054,,1038,565,181
17:31:42.091,,1195,584,170
17:31:42.128,,1311,700,223
17:31:42.165,,1085,632,198
17:31:42.289,,913,568,90
17:31:42.290,,913,568,90
17:31:42.290,,913,568,90
17:31:42.312,,835,557,78
17:31:42.349,,760,398,45
17:31:42.386,,744,359,26
17:31:42.423,,769,363,-7
17:31:42.459,,803,356,-30
17:31:42.496,,840,344,-35
17:31:42.533,,845,317,-42
17:31:42.570,,849,324,-46
17:31:42.606,,876,341,-59
17:31:42.643,,897,396,-24
17:31:42.680,,1169,492,-5
17:31:42.717,,1220,543,26
17:31:42.754,,942,474,157
17:31:42.790,,777,444,258
17:31:42.827,,844,481,210
17:31:42.864,,890,368,147
17:31:42.901,,799,336,169
17:31:42.990,,722,467,209
17:31:42.990,,722,467,209
17:31:43.011,,699,544,118
17:31:43.048,,646,520,139
17:31:43.085,,613,481,160
17:31:43.122,,685,483,175
17:31:43.158,,831,513,200
17:31:43.195,,968,548,212
17:31:43.232,,980,537,202
17:31:43.269,,1141,634,193
17:31:43.306,,1164,785,222
17:31:43.342,,963,672,93
17:31:43.379,,861,531,44
17:31:43.415,,971,530,57
17:31:43.452,,969,477,17
17:31:43.489,,890,396,17
17:31:43.526,,855,372,18
17:31:43.562,,857,391,-8
17:31:43.599,,859,391,-22
17:31:43.636,,826,386,-6
17:31:43.726,,789,345,25
17:31:43.727,,789,345,25
17:31:43.746,,823,357,28
17:31:43.783,,826,369,70
17:31:43.820,,894,410,115
17:31:43.857,,1065,478,114
17:31:43.894,,1049,471,121
17:31:43.930,,873,481,217
17:31:43.967,,845,524,236
17:31:44.004,,897,530,173
17:31:44.041,,932,492,124
17:31:44.078,,827,412,93
17:31:44.114,,733,417,107
17:31:44.151,,704,433,94
17:31:44.188,,700,459,56
17:31:44.225,,694,486,79
17:31:44.261,,741,513,121
17:31:44.298,,782,543,167
17:31:44.335,,891,601,216
17:31:44.371,,993,603,220
17:31:44.457,,1222,660,258
17:31:44.457,,1222,660,258
17:31:44.482,,1040,601,167
17:31:44.518,,836,486,115
17:31:44.555,,870,508,95
17:31:44.592,,955,469,50
17:31:44.629,,906,375,24
17:31:44.665,,847,364,5
17:31:44.702,,810,361,-19
17:31:44.739,,800,321,-50
17:31:44.776,,804,291,-64
17:31:44.813,,772,272,-59
17:31:44.849,,795,312,-43
17:31:44.886,,860,373,-35
17:31:44.923,,881,434,3
17:31:44.960,,936,453,80
17:31:44.996,,1260,531,63
17:31:45.033,,1125,502,82
17:31:45.070,,818,409,195
17:31:45.107,,866,504,209
17:31:45.195,,820,439,86
17:31:45.195,,820,439,86
17:31:45.217,,697,419,94
17:31:45.254,,664,453,105
17:31:45.290,,679,491,83
17:31:45.327,,669,506,73
17:31:45.363,,687,514,127
17:31:45.400,,784,573,177
17:31:45.436,,855,609,221
17:31:45.473,,1005,633,233
17:31:45.509,,1081,551,179
17:31:45.546,,1187,571,178
17:31:45.583,,1132,645,173
17:31:45.620,,989,598,104
17:31:45.656,,863,508,40
17:31:45.693,,887,499,13
17:31:45.730,,934,463,-8
17:31:45.767,,880,380,-28
17:31:45.804,,840,311,-35
17:31:45.840,,813,296,-50
17:31:45.929,,798,296,-34
17:31:45.930,,798,296,-34
17:31:45.951,,744,334,15
17:31:45.987,,761,374,48
17:31:46.024,,775,385,58
17:31:46.061,,796,420,101
17:31:46.098,,983,449,115
17:31:46.135,,1298,543,35
17:31:46.171,,1125,574,97
17:31:46.208,,868,523,208
17:31:46.245,,907,551,141
17:31:46.281,,936,503,38
17:31:46.318,,846,369,45
17:31:46.355,,763,378,57
17:31:46.391,,734,405,43
17:31:46.428,,719,438,31
17:31:46.465,,697,446,53
17:31:46.501,,682,473,120
17:31:46.538,,736,500,158
17:31:46.574,,856,587,210
17:31:46.661,,1136,652,230
17:31:46.661,,1136,652,230
17:31:46.684,,1292,657,216
17:31:46.721,,1145,613,164
