Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
00:59:34.705,,4,-48,935
00:59:34.742,,10,-132,910
00:59:34.765,>walk,,,
00:59:34.779,,12,-152,906
00:59:34.816,,-11,-172,930
00:59:34.853,,-5,-124,998
00:59:34.890,,14,-108,1065
00:59:34.927,,9,-76,1099
00:59:34.964,,-12,-99,1082
00:59:35.001,,-25,-134,1047
00:59:35.038,,-10,-163,1024
00:59:35.075,,19,-163,1022
00:59:35.112,,45,-170,1012
00:59:35.150,,33,-101,1036
00:59:35.187,,-60,-90,1039
00:59:35.224,,-60,0,1131
00:59:35.261,,-8,71,1170
00:59:35.298,,80,20,1122
00:59:35.335,,148,-42,1033
00:59:35.372,,204,-26,994
00:59:35.409,,284,-17,946
00:59:35.446,,286,36,883
00:59:35.483,,219,39,864
00:59:35.520,,83,8,833
00:59:35.557,,-32,-23,876
00:59:35.594,,-65,-44,920
00:59:35.631,,-51,-31,969
00:59:35.668,,-53,-40,997
00:59:35.706,,-73,-84,1009
00:59:35.743,,-84,-147,997
00:59:35.780,,-86,-174,1011
00:59:35.817,,-93,-165,1031
00:59:35.854,,-91,-111,1070
00:59:35.891,,-69,-32,1107
00:59:35.928,,-90,77,1219
00:59:35.965,,-3,129,1263
00:59:36.002,,72,109,1170
00:59:36.039,,23,41,1019
00:59:36.076,,-76,77,932
00:59:36.113,,-152,188,991
00:59:36.150,,-63,280,1102
00:59:36.187,,55,181,1021
00:59:36.225,,50,89,926
00:59:36.262,,11,-14,822
00:59:36.299,,-17,-72,769
00:59:36.336,,-19,-72,770
00:59:36.373,,18,10,892
00:59:36.410,,58,-3,994
00:59:36.447,,102,-22,1000
00:59:36.484,,149,2,1043
00:59:36.521,,192,-8,1050
00:59:36.558,,219,-39,991
00:59:36.595,,244,45,1040
00:59:36.632,,382,59,816
00:59:36.669,,384,222,502
00:59:36.706,,491,305,437
00:59:36.743,,676,825,573
00:59:36.781,,590,765,580
00:59:36.818,,561,327,434
00:59:36.855,,658,153,491
00:59:36.892,,922,485,787
00:59:36.929,,1067,622,745
00:59:36.966,,1027,920,544
00:59:37.003,,841,1055,837
00:59:37.040,,669,568,918
00:59:37.077,,586,447,800
00:59:37.114,,598,723,743
00:59:37.151,,503,361,558
00:59:37.188,,679,486,663
00:59:37.225,,615,347,677
00:59:37.262,,754,828,340
00:59:37.299,,710,724,247
00:59:37.337,,591,674,142
00:59:37.374,,613,647,71
00:59:37.411,,843,739,252
00:59:37.448,,823,769,318
00:59:37.485,,598,801,40
00:59:37.522,,301,736,140
00:59:37.559,,347,386,37
00:59:37.596,,432,666,46
00:59:37.633,,489,783,-76
00:59:37.670,,383,916,177
00:59:37.707,,324,772,374
00:59:37.744,,468,767,563
00:59:37.781,,453,857,908
00:59:37.818,,573,677,955
00:59:37.856,,634,522,807
00:59:37.893,,554,318,808
00:59:37.930,,438,96,998
00:59:37.967,,453,-13,1022
00:59:38.004,,444,192,1037
