Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
19:11:17.365,,-571,1055,-195
19:11:17.402,,-499,896,-186
19:11:17.425,>walk,,,
19:11:17.439,,-479,901,-216
19:11:17.475,,-410,947,-208
19:11:17.512,,-351,885,-183
19:11:17.549,,-317,778,-135
19:11:17.586,,-339,732,-107
19:11:17.623,,-416,687,-80
19:11:17.660,,-413,694,-58
19:11:17.697,,-420,701,-67
19:11:17.734,,-455,714,-59
19:11:17.771,,-530,719,-58
19:11:17.808,,-549,809,-66
19:11:17.845,,-551,852,-139
19:11:17.881,,-538,827,-214
19:11:17.918,,-562,813,-332
19:11:17.955,,-570,986,-578
19:11:17.992,,-598,850,-624
19:11:18.029,,-540,773,-601
19:11:18.066,,-389,647,-582
19:11:18.103,,-366,508,-563
19:11:18.140,,-391,482,-546
19:11:18.177,,-332,321,-486
19:11:18.214,,-344,354,-452
19:11:18.251,,-310,464,-437
19:11:18.288,,-294,623,-429
19:11:18.324,,-342,624,-464
19:11:18.361,,-299,595,-462
19:11:18.398,,-156,765,-570
19:11:18.435,,-89,834,-689
19:11:18.472,,214,974,-975
19:11:18.509,,291,914,-942
19:11:18.546,,340,787,-856
19:11:18.583,,331,815,-687
19:11:18.620,,302,1038,-895
19:11:18.657,,369,1026,-884
19:11:18.694,,321,765,-580
19:11:18.731,,298,614,-411
19:11:18.768,,203,438,-433
19:11:18.805,,422,660,-695
19:11:18.842,,332,741,-861
19:11:18.879,,215,688,-401
19:11:18.916,,218,680,-469
19:11:18.953,,213,909,-538
19:11:18.990,,136,792,-453
19:11:19.026,,276,850,-604
19:11:19.063,,139,754,-535
19:11:19.100,,168,683,-507
19:11:19.137,,275,818,-697
19:11:19.174,,108,673,-501
19:11:19.211,,147,835,-559
19:11:19.248,,317,597,-691
19:11:19.285,,152,832,-586
19:11:19.322,,306,557,-622
19:11:19.359,,274,578,-566
19:11:19.396,,339,867,-730
19:11:19.433,,282,576,-703
19:11:19.470,,216,541,-503
19:11:19.507,,319,820,-825
19:11:19.544,,188,541,-564
19:11:19.581,,111,774,-653
19:11:19.618,,309,744,-892
19:11:19.655,,105,588,-556
19:11:19.691,,49,386,-626
19:11:19.728,,404,663,-551
19:11:19.765,,545,1173,-1075
19:11:19.802,,123,1132,-868
19:11:19.839,,476,342,-209
19:11:19.876,,444,617,-596
19:11:19.913,,417,596,-511
19:11:19.950,,434,495,-85
19:11:19.987,,340,833,-471
19:11:20.024,,449,660,-432
19:11:20.061,,221,482,-266
19:11:20.098,,287,1118,-970
19:11:20.135,,-85,467,-148
19:11:20.172,,395,750,-1165
19:11:20.209,,-119,973,-626
19:11:20.246,,123,576,-831
19:11:20.282,,132,598,-709
19:11:20.319,,195,966,-638
19:11:20.356,,187,618,-712
19:11:20.393,,177,730,-561
19:11:20.430,,192,733,-589
19:11:20.467,,198,608,-558
19:11:20.504,,213,646,-549
19:11:20.541,,210,567,-621
19:11:20.578,,436,449,-805
19:11:20.615,,27,752,-565
19:11:20.652,,-142,1170,-577
19:11:20.689,,415,430,-767
19:11:20.726,,77,795,-563
19:11:20.763,,190,706,-687
19:11:20.800,,90,402,-384
19:11:20.837,,367,1156,-847
19:11:20.874,,149,527,-721
19:11:20.911,,303,408,-733
19:11:20.948,,263,1335,-754
19:11:20.985,,321,348,-530
19:11:21.022,,348,-181,-547
19:11:21.058,,275,1115,-753
19:11:21.095,,325,582,-683
19:11:21.132,,325,584,-568
19:11:21.169,,200,716,-724
19:11:21.206,,113,677,-430
19:11:21.243,,276,726,-829
19:11:21.280,,23,838,-549
19:11:21.317,,113,778,-661
19:11:21.354,,156,677,-616
19:11:21.391,,27,750,-543
19:11:21.428,,173,641,-676
19:11:21.465,,194,807,-697
19:11:21.502,,193,673,-773
19:11:21.539,,198,605,-668
19:11:21.576,,219,636,-667
19:11:21.613,,278,632,-820
19:11:21.650,,196,441,-568
19:11:21.687,,221,644,-740
19:11:21.724,,215,508,-713
19:11:21.761,,194,689,-681
19:11:21.798,,207,607,-785
19:11:21.835,,146,582,-619
19:11:21.872,,232,691,-836
19:11:21.909,,134,550,-647
19:11:21.946,,303,684,-856
19:11:21.983,,310,658,-914
19:11:22.019,,169,652,-648
19:11:22.056,,309,593,-694
19:11:22.093,,312,634,-708
19:11:22.130,,312,645,-735
19:11:22.167,,251,564,-508
19:11:22.204,,267,609,-604
19:11:22.241,,280,546,-630
19:11:22.278,,291,617,-622
19:11:22.315,,277,673,-644
19:11:22.352,,223,664,-562
19:11:22.389,,160,663,-631
19:11:22.426,,142,651,-663
19:11:22.463,,64,673,-666
19:11:22.500,,227,758,-838
19:11:22.537,,134,653,-698
19:11:22.574,,160,663,-839
19:11:22.611,,141,694,-817
19:11:22.648,,172,650,-818
19:11:22.685,,299,530,-810
19:11:22.722,,216,557,-622
19:11:22.759,,186,387,-755
19:11:22.796,,242,494,-779
19:11:22.833,,170,603,-607
19:11:22.870,,125,566,-726
19:11:22.907,,284,383,-921
19:11:22.944,,49,600,-757
19:11:22.981,,97,564,-792
19:11:23.018,,153,574,-792
19:11:23.055,,192,559,-822
19:11:23.092,,176,562,-769
19:11:23.129,,150,523,-685
19:11:23.166,,303,694,-752
19:11:23.203,,211,627,-571
19:11:23.240,,292,561,-667
19:11:23.277,,331,453,-647
19:11:23.314,,407,498,-916
19:11:23.351,,365,587,-720
19:11:23.388,,276,667,-511
19:11:23.425,,226,645,-798
19:11:23.462,,311,602,-884
19:11:23.499,,-43,513,-249
19:11:23.535,,345,650,-1035
19:11:23.572,,123,833,-737
19:11:23.609,,207,490,-906
19:11:23.646,,15,659,-771
19:11:23.683,,-12,496,-729
19:11:23.720,,-122,601,-742
19:11:23.757,,425,570,-880
19:11:23.794,,196,719,-867
19:11:23.831,,74,663,-740
19:11:23.868,,241,537,-749
19:11:23.905,,184,458,-579
19:11:23.942,,268,518,-610
19:11:23.979,,312,587,-567
19:11:24.016,,291,558,-674
19:11:24.053,,290,718,-790
19:11:24.090,,214,531,-601
19:11:24.127,,208,857,-752
19:11:24.164,,182,701,-622
19:11:24.201,,294,554,-616
19:11:24.238,,296,776,-702
19:11:24.275,,211,1009,-775
19:11:24.312,,333,467,-504
19:11:24.349,,440,795,-547
19:11:24.386,,326,754,-646
19:11:24.423,,428,323,-390
19:11:24.460,,363,786,-435
19:11:24.497,,397,403,-544
19:11:24.534,,392,829,-486
19:11:24.571,,280,617,-645
19:11:24.608,,191,784,-591
19:11:24.645,,136,835,-687
19:11:24.681,,172,871,-887
19:11:24.718,,409,370,-1129
19:11:24.755,,35,472,-607
19:11:24.792,,152,830,-744
19:11:24.829,,257,984,-541
19:11:24.866,,219,491,-581
19:11:24.903,,287,849,-530
19:11:24.940,,341,577,-488
19:11:24.977,,314,726,-421
19:11:25.014,,212,752,-378
19:11:25.051,,322,538,-465
19:11:25.088,,401,612,-746
19:11:25.125,,293,639,-640
19:11:25.162,,272,715,-650
19:11:25.199,,286,515,-620
19:11:25.236,,207,770,-617
19:11:25.273,,418,601,-784
19:11:25.310,,173,543,-579
19:11:25.347,,477,676,-801
19:11:25.384,,326,860,-687
19:11:25.421,,378,569,-665
19:11:25.458,,409,633,-638
19:11:25.495,,419,484,-647
19:11:25.532,,347,445,-481
19:11:25.569,,411,625,-636
19:11:25.606,,391,606,-584
19:11:25.643,,322,757,-579
19:11:25.680,,272,739,-594
19:11:25.717,,231,890,-645
19:11:25.754,,229,647,-580
19:11:25.791,,205,843,-639
19:11:25.828,,232,740,-674
19:11:25.865,,212,634,-583
19:11:25.902,,294,636,-692
19:11:25.939,,287,704,-657
19:11:25.976,,332,758,-700
19:11:26.012,,322,647,-600
19:11:26.049,,256,577,-691
19:11:26.086,,325,456,-731
19:11:26.123,,331,472,-637
19:11:26.160,,421,502,-798
19:11:26.197,,227,533,-633
19:11:26.234,,397,460,-966
19:11:26.271,,229,664,-701
19:11:26.308,,251,463,-830
19:11:26.345,,234,715,-775
19:11:26.382,,280,512,-824
19:11:26.419,,283,674,-708
19:11:26.456,,335,688,-663
19:11:26.493,,342,790,-676
19:11:26.530,,400,512,-662
19:11:26.567,,425,464,-555
19:11:26.604,,408,411,-470
19:11:26.641,,439,540,-600
19:11:26.678,,429,507,-703
19:11:26.715,,337,617,-572
19:11:26.752,,300,704,-738
19:11:26.789,,195,789,-651
19:11:26.826,,98,665,-560
19:11:26.863,,234,839,-827
19:11:26.900,,138,698,-709
19:11:26.937,,130,649,-758
19:11:26.974,,155,605,-692
19:11:27.011,,227,503,-832
19:11:27.048,,210,713,-779
19:11:27.085,,223,511,-726
19:11:27.122,,301,591,-785
19:11:27.159,,275,517,-703
19:11:27.196,,292,496,-673
19:11:27.233,,227,552,-677
19:11:27.270,,206,512,-654
19:11:27.307,,161,624,-767
19:11:27.344,,428,638,-994
19:11:27.381,,67,527,-606
19:11:27.418,,201,450,-724
19:11:27.455,,388,808,-843
19:11:27.492,,422,343,-618
19:11:27.529,,178,950,-694
19:11:27.566,,337,696,-727
19:11:27.603,,312,635,-531
19:11:27.640,,416,525,-708
19:11:27.677,,402,362,-589
19:11:27.714,,372,641,-618
19:11:27.751,,399,564,-668
19:11:27.788,,285,700,-464
19:11:27.825,,310,682,-753
19:11:27.861,,196,783,-564
19:11:27.898,,203,800,-566
19:11:27.935,,213,868,-660
19:11:27.972,,142,660,-609
19:11:28.009,,179,534,-750
19:11:28.046,,170,693,-703
19:11:28.083,,186,836,-723
19:11:28.120,,261,798,-703
19:11:28.157,,266,543,-678
19:11:28.194,,258,547,-514
19:11:28.231,,263,682,-658
19:11:28.268,,282,460,-693
19:11:28.305,,210,569,-633
19:11:28.342,,358,676,-864
19:11:28.379,,200,608,-564
19:11:28.416,,310,696,-930
19:11:28.453,,259,628,-645
19:11:28.490,,223,615,-617
19:11:28.527,,345,638,-782
19:11:28.564,,248,779,-508
19:11:28.601,,354,698,-668
19:11:28.638,,396,658,-620
19:11:28.675,,352,576,-586
19:11:28.712,,342,455,-611
19:11:28.749,,377,548,-606
19:11:28.786,,388,575,-649
19:11:28.823,,340,514,-670
19:11:28.860,,285,594,-616
19:11:28.897,,272,630,-807
19:11:28.934,,255,684,-704
19:11:28.971,,130,686,-760
19:11:29.008,,185,633,-796
19:11:29.045,,203,603,-791
19:11:29.082,,125,653,-695
19:11:29.119,,254,576,-793
19:11:29.156,,235,648,-723
19:11:29.192,,251,618,-765
19:11:29.229,,249,573,-683
19:11:29.266,,237,523,-613
19:11:29.303,,374,530,-818
19:11:29.340,,258,551,-640
19:11:29.377,,263,587,-781
19:11:29.414,,190,672,-746
19:11:29.451,,170,587,-810
19:11:29.488,,267,543,-824
19:11:29.525,,162,633,-679
19:11:29.562,,283,572,-768
19:11:29.599,,323,495,-746
19:11:29.636,,302,521,-599
19:11:29.673,,393,779,-879
19:11:29.710,,356,492,-534
19:11:29.747,,379,530,-687
19:11:29.784,,404,494,-642
19:11:29.821,,413,463,-607
19:11:29.858,,339,613,-551
19:11:29.895,,408,575,-711
19:11:29.932,,279,581,-511
19:11:29.969,,307,721,-852
19:11:30.006,,273,661,-672
19:11:30.043,,157,666,-726
19:11:30.080,,144,704,-709
19:11:30.117,,115,686,-761
19:11:30.154,,161,585,-738
19:11:30.191,,195,682,-843
19:11:30.228,,84,602,-643
19:11:30.265,,301,686,-767
19:11:30.302,,315,539,-798
19:11:30.339,,252,487,-585
19:11:30.376,,386,450,-822
19:11:30.413,,309,452,-552
19:11:30.450,,276,612,-773
19:11:30.487,,246,463,-686
19:11:30.524,,289,630,-807
19:11:30.561,,194,659,-818
19:11:30.598,,117,585,-688
19:11:30.635,,231,616,-797
19:11:30.672,,251,607,-801
19:11:30.709,,266,579,-794
19:11:30.746,,234,616,-630
19:11:30.783,,351,678,-747
19:11:30.820,,320,533,-611
19:11:30.857,,368,527,-663
19:11:30.894,,314,562,-552
