AccX [mg],AccY,AccZ,Ground Truth
-622,575,-389,1
-558,692,-445,1
-548,663,-481,1
-605,680,-440,1
-590,614,-487,1
-560,487,-645,1
-616,561,-712,1
-476,441,-714,1
-460,547,-792,1
-368,363,-685,1
-477,372,-526,1
-493,129,-665,1
-439,306,-777,1
-296,419,-910,1
-296,419,-910,1
-296,419,-910,1
-251,235,-985,1
-217,361,-918,1
-190,405,-886,1
-111,374,-915,1
-126,526,-845,1
-83,457,-868,1
-59,422,-908,1
-61,490,-827,1
-1,465,-759,1
13,546,-910,1
-57,553,-1123,1
24,437,-1006,1
72,437,-823,1
0,429,-886,1
-10,434,-981,1
31,404,-860,1
31,404,-860,1
14,444,-862,1
0,420,-854,1
24,447,-855,1
-20,433,-842,1
-49,451,-842,1
-45,434,-870,1
-27,488,-846,1
-4,502,-871,1
1,446,-908,1
11,502,-893,1
-69,493,-845,1
-56,471,-873,1
-25,471,-915,1
-31,586,-806,1
-22,603,-769,1
-91,566,-766,1
-64,735,-696,1
-89,664,-630,1
-115,832,-621,1
-115,832,-621,1
-112,813,-579,1
-96,766,-421,1
-120,868,-401,1
-105,869,-311,1
-136,926,-241,1
-106,926,-240,1
-151,961,-188,1
-159,952,-205,1
-138,947,-241,1
-117,923,-233,1
-131,933,-217,1
-155,897,-226,1
-184,941,-176,1
-203,956,-138,1
-160,908,-183,1
-141,954,-146,1
-77,948,-60,1
-77,948,-60,1
-157,989,-26,1
-133,988,-21,1
-185,1013,-4,1
-115,1020,-64,1
-170,999,-89,1
-139,1076,-105,1
-140,980,-69,1
-152,920,46,1
-142,875,142,1
-213,839,263,1
-199,793,333,1
-206,780,336,1
-244,781,278,1
-154,812,169,1
-154,950,82,1
-176,1193,86,1
-113,1149,151,1
-132,941,528,1
-132,941,528,1
-187,793,525,1
-198,874,368,1
-193,1006,184,1
-76,926,-42,1
-24,785,-233,1
-41,683,-452,1
-129,770,-655,1
-105,726,-844,1
-129,589,-785,1
-134,586,-622,1
-93,753,-599,1
-104,782,-638,1
-143,792,-537,1
-73,887,-478,1
-90,880,-527,1
-170,917,-576,1
-78,819,-561,1
-121,765,-522,1
-121,765,-522,1
-117,809,-528,1
-60,881,-575,1
-78,800,-561,1
-126,870,-502,1
-80,853,-529,1
-135,755,-462,1
-208,818,-406,1
-161,749,-448,1
-127,657,-483,1
-138,669,-485,1
-113,704,-575,1
-121,758,-689,1
-103,838,-741,1
-92,864,-644,1
-65,903,-562,1
-128,913,-493,1
