AccX [mg],AccY,AccZ,Ground Truth
-355,54,1041,1
-438,200,917,1
-348,162,931,1
-329,227,848,1
-316,240,859,1
-387,185,921,1
-350,285,926,1
-394,192,962,1
-380,225,991,1
-358,283,965,1
-369,246,958,1
-346,234,928,1
-333,252,914,1
-339,264,938,1
-339,264,938,1
-339,264,938,1
-336,247,943,1
-332,231,916,1
-334,263,937,1
-333,255,910,1
-321,270,922,1
-327,292,921,1
-314,272,928,1
-323,255,933,1
-329,245,936,1
-311,243,934,1
-311,267,932,1
-309,248,922,1
-303,269,933,1
-320,252,938,1
-322,263,951,1
-316,244,939,1
-321,240,921,1
-321,240,921,1
-313,248,939,1
-309,248,926,1
-316,254,942,1
-312,248,931,1
-324,226,951,1
-322,219,933,1
-354,215,965,1
-340,191,971,1
-342,184,977,1
-316,184,990,1
-320,176,1042,1
-301,131,997,1
-333,156,960,1
-352,132,1005,1
-321,57,1084,1
-332,4,1070,1
-351,-29,1036,1
-360,-38,1035,1
-360,-38,1035,1
-296,-61,993,1
-281,-83,941,1
-209,-95,918,1
-88,-137,910,1
-369,-357,957,1
29,-552,751,1
45,-340,886,1
-58,47,834,1
184,-785,658,1
141,-565,803,1
210,-458,785,1
207,-456,791,1
123,-574,775,1
5,-717,677,1
-353,-615,938,1
32,-799,763,1
74,-799,704,1
128,-621,799,1
128,-621,799,1
363,-725,720,1
173,-504,881,1
114,-666,1055,1
70,-655,855,1
-242,-595,821,1
-78,-663,788,1
-52,-695,620,1
15,-605,672,1
43,-140,672,1
-2,-2,689,1
-171,-139,670,1
-322,-70,900,1
-328,384,1842,1
-767,-1101,982,1
-542,5,1058,1
-522,236,982,1
-512,262,749,1
-452,-346,892,1
-452,-346,892,1
-453,-110,576,1
-791,711,687,1
-718,-298,1018,1
-600,-210,918,1
-478,-29,718,1
-394,-257,738,1
-421,-198,777,1
-555,-61,877,1
-703,-324,973,1
-590,31,1089,1
-611,-111,617,1
-579,29,465,1
-484,-15,1023,1
-471,-140,1094,1
-572,19,796,1
-453,-66,825,1
-443,-39,896,1
-607,208,949,1
-607,208,949,1
-524,54,852,1
-499,76,840,1
-511,102,844,1
-540,103,890,1
-510,117,861,1
-520,80,855,1
-518,104,867,1
-524,130,880,1
-524,110,863,1
-516,105,862,1
-506,113,859,1
-515,116,872,1
-508,110,856,1
-516,104,870,1
-508,107,863,1
-519,111,876,1
-501,98,855,1
-510,105,862,1
-510,105,862,1
-513,105,872,1
-500,100,864,1
-516,108,878,1
-503,99,864,1
-510,104,872,1
-498,95,861,1
-510,99,870,1
-506,108,870,1
-506,102,869,1
-509,114,870,1
-511,94,861,1
