AccX [mg],AccY,AccZ,Ground Truth
-301,-58,975,1
-292,-86,898,1
-324,-106,918,1
-354,-106,979,1
-412,-55,976,1
-440,-50,1026,1
-386,15,1033,1
-374,-4,962,1
-332,-31,945,1
-341,-17,920,1
-331,-73,979,1
-350,0,980,1
-364,19,1005,1
-335,-24,1026,1
-333,79,1032,1
-389,94,962,1
-438,37,949,1
-477,47,991,1
-423,19,969,1
-407,-47,934,1
-461,-80,953,1
-481,-31,882,1
-494,-93,869,1
-462,-66,865,1
-427,-162,895,1
-487,-105,884,1
-452,-100,843,1
-436,-130,843,1
-378,-126,891,1
-261,-5,835,1
-296,-404,1052,1
-381,-109,937,1
-307,-268,957,1
-275,-231,973,1
-271,-335,952,1
-274,-252,968,1
-302,-309,999,1
-326,-308,1004,1
-306,-276,992,1
-323,-356,1059,1
-338,-272,1059,1
-311,-291,1068,1
-329,-226,1028,1
-276,-251,1051,1
-225,-191,992,1
-180,-173,957,1
-145,-167,979,1
-192,-265,965,1
-287,-115,969,1
-271,-201,950,1
-221,-170,941,1
-220,-186,981,1
-235,-136,1016,1
-213,-149,1031,1
-155,-177,1060,1
-155,-173,1065,1
-117,-126,1064,1
-146,-163,1065,1
-156,-74,1033,1
-141,-133,1015,1
-157,-163,995,1
-171,-191,990,1
-185,-140,1009,1
-227,-164,962,1
-232,-211,964,1
-176,-263,946,1
-147,-235,989,1
-185,-241,1013,1
-177,-240,1019,1
-146,-211,1080,1
-165,-264,1077,1
-194,-256,1075,1
-212,-246,1020,1
-171,-233,1000,1
-157,-228,923,1
-105,-217,941,1
-97,-182,929,1
-89,-305,941,1
-62,-319,992,1
-31,-365,969,1
-56,-396,1000,1
-41,-375,973,1
-17,-414,980,1
-17,-372,985,1
-49,-439,1010,1
-15,-431,999,1
-1,-443,989,1
15,-488,992,1
-15,-366,999,1
35,-450,1046,1
-13,-437,927,1
-11,-439,957,1
29,-466,944,1
0,-450,926,1
41,-450,948,1
51,-444,945,1
55,-465,989,1
6,-454,997,1
-40,-435,979,1
-27,-430,995,1
-90,-417,952,1
-21,-442,921,1
40,-458,952,1
-16,-417,1015,1
-15,-405,1020,1
3,-417,1060,1
-26,-406,1054,1
-64,-421,1055,1
-41,-380,1017,1
-5,-378,975,1
-42,-381,943,1
-1,-312,902,1
-8,-357,930,1
14,-350,973,1
-43,-372,984,1
-92,-383,987,1
-74,-414,968,1
-100,-354,997,1
-93,-305,963,1
-120,-321,961,1
-108,-310,967,1
-134,-318,996,1
-141,-305,982,1
-158,-308,1004,1
-171,-262,979,1
-167,-263,972,1
-171,-271,932,1
-165,-240,900,1
-209,-257,884,1
-173,-238,918,1
-210,-307,930,1
-217,-231,999,1
-295,-305,1019,1
-247,-215,1004,1
-227,-261,982,1
-243,-253,997,1
-237,-191,1010,1
-234,-239,960,1
-210,-245,999,1
-221,-236,981,1
-267,-184,982,1
-186,-153,972,1
-166,-320,1129,1
-339,-144,948,1
-304,-145,1073,1
-256,-351,980,1
-268,-271,904,1
-242,-195,856,1
-239,-317,926,1
-216,-195,904,1
-208,-240,1030,1
-341,-379,1075,1
-309,-152,1114,1
-226,-133,1185,1
-238,-219,1087,1
