AccX [mg],AccY,AccZ,Ground Truth
53,215,958,1
21,235,992,1
18,185,966,1
36,154,978,1
32,153,1007,1
44,75,1000,1
69,-8,999,1
99,73,1037,1
110,78,1013,1
144,8,957,1
143,-2,986,1
145,-20,1038,1
101,11,1008,1
22,75,979,1
-11,141,996,1
33,83,1014,1
121,19,1052,1
138,79,1042,1
98,127,1006,1
94,90,1013,1
117,15,995,1
126,30,978,1
112,115,1025,1
59,188,992,1
11,192,953,1
49,151,1047,1
70,98,1085,1
38,126,1022,1
-19,126,991,1
5,9,1002,1
72,-35,965,1
79,75,984,1
105,165,1073,1
108,186,1038,1
56,224,927,1
40,180,936,1
25,53,956,1
43,13,1015,1
43,152,1041,1
-7,274,983,1
23,196,972,1
114,76,1031,1
117,108,1067,1
29,203,1004,1
-11,167,967,1
10,101,997,1
46,112,1068,1
77,126,1047,1
120,148,1014,1
147,157,1009,1
122,94,972,1
102,112,989,1
76,170,994,1
11,241,973,1
-39,243,940,1
-15,227,957,1
44,178,995,1
64,167,1022,1
57,181,1011,1
27,201,959,1
45,161,971,1
94,103,1032,1
113,133,1043,1
111,171,1010,1
110,185,997,1
67,170,933,1
48,161,938,1
68,177,1016,1
50,167,1015,1
20,143,973,1
11,140,987,1
1,194,961,1
9,248,994,1
44,256,1039,1
43,244,981,1
14,246,972,1
48,159,1016,1
122,105,1072,1
156,117,1054,1
164,139,1046,1
155,142,1053,1
107,119,968,1
89,131,938,1
75,171,1015,1
18,260,1026,1
-67,279,921,1
-102,278,870,1
-56,267,934,1
37,245,1026,1
46,237,992,1
58,265,1004,1
82,199,1037,1
93,63,988,1
122,15,938,1
115,145,966,1
71,179,1020,1
5,311,923,1
0,281,993,1
-22,271,1039,1
-110,233,960,1
-92,404,918,1
-74,473,910,1
-26,471,943,1
32,185,1023,1
-27,149,1031,1
-41,204,979,1
-33,209,958,1
-23,190,1031,1
46,12,1046,1
67,35,987,1
38,61,1001,1
64,103,1001,1
91,113,1005,1
101,166,969,1
91,297,947,1
31,349,1002,1
68,161,1027,1
58,137,987,1
35,196,1016,1
40,95,1063,1
37,-24,987,1
56,-17,946,1
111,-6,996,1
160,40,1005,1
163,155,1032,1
140,62,994,1
119,68,1016,1
103,110,1033,1
101,109,1038,1
114,127,1025,1
64,156,989,1
32,157,981,1
24,122,1014,1
34,191,1010,1
33,205,989,1
43,244,955,1
27,263,947,1
75,201,977,1
122,162,986,1
85,291,972,1
81,332,934,1
123,314,925,1
172,288,956,1
180,252,989,1
154,235,1002,1
78,295,991,1
6,305,939,1
-22,325,970,1
22,271,1018,1
84,200,956,1
93,264,962,1
77,318,972,1
55,247,958,1
50,229,937,1
63,311,949,1
61,295,947,1
48,309,946,1
133,341,1030,1
163,286,1001,1
107,235,939,1
63,231,938,1
32,267,957,1
55,337,1007,1
58,368,955,1
49,427,907,1
61,396,931,1
78,277,976,1
83,271,1007,1
27,380,948,1
12,420,922,1
60,296,913,1
103,244,920,1
124,301,986,1
138,340,987,1
107,315,943,1
44,347,949,1
17,330,973,1
40,323,957,1
82,278,927,1
117,294,959,1
131,296,986,1
83,328,941,1
52,351,921,1
81,322,974,1
119,299,933,1
159,371,934,1
146,402,902,1
126,373,927,1
118,305,953,1
105,341,945,1
88,388,904,1
