AccX [mg],AccY,AccZ,Ground Truth
-443,-28,923,1
-558,-47,993,1
-501,85,926,1
-516,82,804,1
-535,-28,988,1
-461,-181,884,1
-492,46,868,1
-307,-152,731,1
-236,-94,793,1
-362,-187,768,1
-485,-114,942,1
-522,96,926,1
-557,-87,935,1
-337,30,800,1
-389,-70,803,1
-421,-29,920,1
-635,0,1032,1
-466,5,877,1
-376,-87,853,1
-559,-27,1090,1
-535,-38,980,1
-403,8,872,1
-443,21,903,1
-354,9,862,1
-397,136,1031,1
-597,-113,896,1
-289,151,1030,1
-507,-62,902,1
-481,45,1037,1
-471,29,885,1
-376,29,908,1
-416,-12,883,1
-333,11,863,1
-474,101,894,1
-460,44,933,1
-468,13,839,1
-406,116,923,1
-586,-38,745,1
-144,167,930,1
-570,-139,1013,1
-131,87,884,1
-806,-47,1020,1
-366,77,1062,1
-602,-104,1024,1
-412,65,936,1
-539,119,789,1
-331,34,787,1
-530,2,877,1
-337,-69,1046,1
-589,0,895,1
-479,-152,1059,1
-418,-76,1040,1
-525,-179,999,1
-247,58,799,1
-350,-204,760,1
-316,-168,751,1
-331,-226,811,1
-385,-170,812,1
-477,-91,1033,1
-551,-187,1032,1
-243,-155,722,1
-440,-160,1005,1
-361,-146,834,1
-499,-146,1037,1
-603,-157,858,1
-247,-102,812,1
-549,-185,983,1
-492,-61,845,1
-365,-62,847,1
-622,-224,937,1
-547,-126,948,1
-609,-104,813,1
-467,-91,928,1
-540,-246,816,1
-490,-99,929,1
-534,-49,828,1
-576,-120,927,1
-543,-92,848,1
-501,-85,771,1
-499,114,944,1
-600,-74,872,1
-393,-101,776,1
-597,-164,864,1
-490,165,958,1
-452,6,872,1
-526,27,820,1
-403,58,989,1
-444,28,879,1
-404,66,1064,1
-382,116,961,1
-331,133,908,1
-226,170,933,1
-264,136,952,1
-317,216,1024,1
-333,202,998,1
-297,191,833,1
-317,167,984,1
-203,219,971,1
-219,-32,1001,1
-307,228,1003,1
-375,345,976,1
-319,108,882,1
-205,94,960,1
-227,152,1017,1
-334,204,1093,1
-296,308,965,1
-162,156,942,1
-148,186,991,1
-182,218,1011,1
-243,255,1005,1
-320,197,962,1
-340,105,1059,1
-421,135,845,1
-252,251,933,1
-193,24,1110,1
-419,248,916,1
-505,129,931,1
-268,232,1007,1
-201,50,1029,1
-457,147,880,1
-419,100,944,1
-353,76,953,1
-321,103,887,1
-340,86,966,1
-380,146,978,1
-405,142,952,1
-353,138,849,1
-338,79,906,1
-400,74,905,1
-380,135,869,1
-427,74,937,1
-366,213,902,1
-353,27,987,1
-384,90,960,1
-329,107,875,1
-335,141,847,1
-329,130,876,1
-386,115,955,1
-413,194,1003,1
-446,104,1090,1
-401,149,998,1
-401,95,980,1
-419,70,929,1
-382,17,905,1
-385,146,949,1
-376,60,931,1
-416,69,994,1
-318,129,980,1
-325,76,912,1
-305,65,904,1
-393,84,997,1
-364,171,933,1
-340,16,925,1
-315,5,955,1
-317,25,955,1
-369,101,965,1
-330,45,922,1
-375,109,973,1
-393,32,982,1
-375,98,994,1
-374,90,977,1
-359,57,912,1
-309,26,922,1
-404,55,995,1
-410,144,937,1
-345,52,953,1
-378,24,933,1
-400,97,966,1
-380,57,921,1
-352,59,924,1
-325,92,968,1
-377,61,951,1
-351,78,976,1
-342,86,925,1
-328,83,937,1
-229,108,989,1
-304,176,1000,1
-348,98,909,1
-300,189,974,1
-297,21,903,1
-309,130,996,1
-269,85,948,1
-371,160,940,1
-299,143,973,1
-352,118,951,1
-305,168,1015,1
-319,145,965,1
-309,123,913,1
-265,129,925,1
-364,169,934,1
-340,136,1043,1
-284,111,952,1
-366,146,946,1
-326,166,988,1
-278,87,919,1
-284,163,952,1
-312,125,919,1
-295,156,970,1
-365,155,973,1
-331,160,988,1
-273,127,966,1
-318,136,932,1
-323,191,975,1
