AccX [mg],AccY,AccZ,Ground Truth
-338,-125,878,1
-256,-282,906,1
-230,-381,925,1
-217,-453,1001,1
-259,-456,948,1
-294,-359,965,1
-353,-310,1026,1
-326,-355,944,1
-362,-214,960,1
-425,-187,963,1
-391,-311,895,1
-374,-131,869,1
-405,-153,849,1
-206,-290,727,1
-206,-290,727,1
-206,-290,727,1
-136,-284,851,1
-135,-408,776,1
-60,-519,806,1
-19,-559,882,1
26,-660,831,1
22,-628,748,1
126,-566,728,1
319,-762,668,1
406,-832,509,1
463,-972,629,1
460,-994,673,1
416,-1145,576,1
358,-1195,804,1
289,-1111,665,1
621,-845,598,1
755,-874,1249,1
755,-874,1249,1
486,-828,1215,1
28,-938,778,1
-325,-656,663,1
-648,-240,707,1
-766,-181,495,1
-782,-5,556,1
-637,223,514,1
-433,566,362,1
-44,720,1016,1
-155,-385,1215,1
-126,-734,722,1
-332,-259,832,1
-589,-151,854,1
-650,-30,990,1
-674,12,829,1
-561,-163,823,1
-549,-45,829,1
-587,-104,873,1
-587,-104,873,1
-553,-183,864,1
-573,-168,889,1
-619,-104,829,1
-582,-124,868,1
-561,-152,853,1
-596,-167,829,1
-570,-128,863,1
-561,-155,840,1
-603,-137,879,1
-578,-138,882,1
-585,-119,848,1
-571,-155,892,1
-572,-97,867,1
-537,-145,870,1
-542,-117,866,1
-523,-133,868,1
-513,-176,885,1
-513,-176,885,1
-527,-156,827,1
-565,-145,888,1
-567,-173,900,1
-562,-190,856,1
-526,-195,888,1
-449,-284,910,1
-443,-233,802,1
-308,-390,934,1
-252,-311,733,1
-340,-170,722,1
-319,-259,655,1
-595,308,320,1
-561,270,556,1
-582,413,647,1
-677,691,552,1
-410,455,803,1
-582,556,802,1
-1269,198,888,1
-1269,198,888,1
-1111,465,821,1
-855,334,871,1
-1032,251,698,1
-1149,549,574,1
-1111,466,439,1
-1007,290,354,1
-989,159,343,1
-976,319,468,1
-999,308,525,1
-1000,174,365,1
-1015,99,324,1
-924,199,440,1
-894,159,435,1
-867,14,371,1
-799,33,424,1
-740,19,509,1
-676,-96,505,1
-466,-156,557,1
-466,-156,557,1
-310,-110,613,1
-196,98,689,1
-221,95,736,1
-295,28,1009,1
-486,79,999,1
-432,49,783,1
-462,143,523,1
-457,51,630,1
-722,297,589,1
-594,327,843,1
-894,233,1095,1
-990,272,1128,1
-1043,315,1042,1
-839,327,899,1
-829,327,898,1
-1044,387,770,1
-1229,285,368,1
-1229,285,368,1
-1215,289,251,1
-1147,368,295,1
-1082,288,310,1
-1071,175,360,1
-1008,143,373,1
-819,18,474,1
-567,-55,528,1
-289,-367,565,1
-120,-407,578,1
