Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
22:57:55.639,,-189,-81,944
22:57:55.676,,-145,-133,915
22:57:55.699,>bike,,,
22:57:55.713,,-103,-183,942
22:57:55.750,,-54,-247,948
22:57:55.787,,-29,-280,955
22:57:55.824,,21,-312,983
22:57:55.861,,73,-352,979
22:57:55.898,,102,-350,993
22:57:55.935,,145,-327,1022
22:57:55.972,,164,-310,989
22:57:56.009,,163,-309,941
22:57:56.046,,190,-260,976
22:57:56.083,,179,-298,928
22:57:56.120,,174,-288,930
22:57:56.157,,181,-280,939
22:57:56.195,,196,-285,952
22:57:56.232,,197,-284,953
22:57:56.269,,199,-282,958
22:57:56.306,,190,-297,966
22:57:56.343,,185,-315,934
22:57:56.380,,152,-323,930
22:57:56.417,,144,-295,962
22:57:56.454,,149,-266,986
22:57:56.491,,151,-262,991
22:57:56.528,,155,-257,989
22:57:56.565,,144,-265,982
22:57:56.602,,143,-260,985
22:57:56.639,,145,-256,991
22:57:56.676,,133,-261,998
22:57:56.713,,130,-245,1009
22:57:56.751,,121,-217,1026
22:57:56.788,,111,-255,985
22:57:56.825,,108,-231,984
22:57:56.862,,88,-189,1007
22:57:56.899,,78,-205,980
22:57:56.936,,62,-208,973
22:57:56.973,,61,-211,974
22:57:57.010,,60,-221,971
22:57:57.047,,59,-235,969
22:57:57.084,,58,-243,978
22:57:57.121,,58,-257,970
22:57:57.158,,61,-274,968
22:57:57.195,,69,-278,968
22:57:57.232,,78,-278,972
22:57:57.269,,80,-292,972
22:57:57.307,,80,-302,976
22:57:57.344,,84,-305,983
22:57:57.381,,84,-322,984
22:57:57.418,,87,-331,987
22:57:57.455,,87,-337,993
22:57:57.492,,80,-355,982
22:57:57.529,,77,-353,970
22:57:57.566,,66,-343,955
22:57:57.603,,54,-335,935
22:57:57.640,,48,-328,920
22:57:57.677,,45,-322,918
22:57:57.714,,49,-319,921
22:57:57.751,,51,-318,934
22:57:57.788,,65,-301,969
22:57:57.825,,79,-279,1001
22:57:57.863,,85,-282,1008
22:57:57.900,,87,-304,1001
22:57:57.937,,106,-286,1001
22:57:57.974,,109,-277,992
22:57:58.011,,108,-277,977
22:57:58.048,,103,-278,973
22:57:58.085,,99,-277,969
22:57:58.122,,96,-271,968
22:57:58.159,,91,-274,976
22:57:58.196,,101,-283,984
22:57:58.233,,103,-312,983
22:57:58.270,,116,-312,998
22:57:58.307,,126,-318,1001
22:57:58.344,,134,-328,991
22:57:58.381,,132,-309,984
22:57:58.418,,136,-277,997
22:57:58.455,,149,-263,977
22:57:58.493,,175,-227,983
22:57:58.530,,169,-240,946
22:57:58.567,,146,-268,932
22:57:58.604,,127,-295,943
22:57:58.641,,128,-322,953
22:57:58.678,,149,-326,961
22:57:58.715,,144,-318,986
22:57:58.752,,157,-313,1004
22:57:58.789,,168,-335,987
22:57:58.826,,158,-360,954
22:57:58.863,,143,-378,933
22:57:58.900,,143,-388,923
22:57:58.937,,140,-402,910
22:57:58.974,,150,-385,920
22:57:59.011,,159,-392,899
22:57:59.048,,163,-366,921
22:57:59.086,,185,-335,967
22:57:59.123,,209,-352,975
22:57:59.160,,193,-392,936
22:57:59.197,,130,-433,868
22:57:59.234,,81,-449,832
22:57:59.271,,88,-428,882
22:57:59.308,,136,-374,969
22:57:59.345,,152,-356,993
22:57:59.382,,116,-369,960
22:57:59.419,,97,-353,980
22:57:59.456,,129,-381,974
22:57:59.493,,145,-398,971
22:57:59.530,,116,-429,933
22:57:59.567,,50,-492,901
22:57:59.604,,50,-487,915
22:57:59.641,,63,-510,880
22:57:59.679,,80,-502,848
22:57:59.716,,54,-448,840
22:57:59.753,,64,-344,924
22:57:59.790,,115,-257,993
22:57:59.827,,149,-234,976
22:57:59.864,,135,-228,988
22:57:59.901,,121,-244,973
22:57:59.938,,110,-273,961
22:57:59.949,>bike,,,
22:57:59.975,,124,-284,976
22:58:00.012,,146,-233,1005
22:58:00.049,,165,-188,1023
22:58:00.086,,161,-185,1019
22:58:00.123,,169,-163,1015
22:58:00.160,,138,-165,1001
22:58:00.197,,142,-129,1039
22:58:00.234,,144,-155,1014
22:58:00.272,,135,-184,990
22:58:00.309,,112,-192,981
22:58:00.346,,85,-224,966
22:58:00.383,,77,-227,980
22:58:00.420,,103,-207,1016
22:58:00.457,,139,-225,1023
22:58:00.494,,169,-224,1021
22:58:00.531,,147,-230,994
22:58:00.568,,131,-232,996
22:58:00.605,,147,-227,1006
22:58:00.642,,160,-229,1005
22:58:00.679,,167,-222,997
22:58:00.716,,148,-231,961
22:58:00.753,,127,-219,940
22:58:00.790,,130,-195,928
22:58:00.828,,140,-175,924
22:58:00.865,,167,-162,939
22:58:00.902,,184,-168,938
22:58:00.939,,190,-187,929
22:58:00.976,,167,-182,944
22:58:01.013,,154,-174,984
22:58:01.050,,159,-159,1032
22:58:01.087,,181,-166,1056
22:58:01.124,,178,-200,1027
22:58:01.161,,170,-208,1008
22:58:01.198,,174,-197,1021
22:58:01.235,,195,-172,1048
22:58:01.272,,231,-157,1080
22:58:01.309,,252,-193,1045
22:58:01.346,,247,-247,990
22:58:01.383,,241,-301,953
22:58:01.421,,237,-315,953
22:58:01.458,,233,-289,969
22:58:01.495,,215,-268,965
22:58:01.532,,191,-233,961
22:58:01.569,,172,-248,921
22:58:01.606,,146,-257,907
22:58:01.643,,140,-257,924
22:58:01.680,,163,-273,922
22:58:01.717,,153,-290,916
22:58:01.754,,141,-312,895
22:58:01.791,,155,-319,904
22:58:01.828,,164,-338,901
22:58:01.865,,169,-334,929
22:58:01.902,,198,-337,963
22:58:01.939,,217,-359,950
22:58:01.976,,215,-361,932
22:58:02.014,,218,-348,918
22:58:02.051,,219,-336,912
22:58:02.088,,225,-318,917
22:58:02.125,,239,-285,941
22:58:02.162,,248,-267,964
22:58:02.199,,252,-265,963
22:58:02.236,,258,-259,963
22:58:02.273,,273,-262,962
22:58:02.310,,286,-275,958
22:58:02.347,,300,-279,966
22:58:02.384,,307,-289,946
22:58:02.421,,294,-289,921
22:58:02.458,,269,-295,876
22:58:02.495,,242,-284,873
22:58:02.532,,255,-249,926
22:58:02.569,,250,-240,944
22:58:02.606,,228,-240,959
22:58:02.644,,227,-240,955
22:58:02.681,,213,-232,951
22:58:02.718,,210,-222,965
22:58:02.755,,228,-198,999
22:58:02.792,,212,-200,1009
22:58:02.829,,197,-189,1014
22:58:02.866,,178,-192,996
22:58:02.903,,168,-180,1004
22:58:02.940,,187,-175,1014
22:58:02.977,,175,-178,1020
22:58:03.014,,164,-180,1014
22:58:03.051,,153,-179,994
22:58:03.088,,130,-177,971
22:58:03.125,,124,-155,972
