Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
18:36:18.389,,33,94,1004
18:36:18.426,,32,94,1012
18:36:18.450,>Metro,,,
18:36:18.463,,31,95,1011
18:36:18.500,,38,93,1011
18:36:18.537,,36,86,1010
18:36:18.574,,28,96,1009
18:36:18.612,,26,103,1011
18:36:18.649,,28,94,1007
18:36:18.686,,38,80,1013
18:36:18.723,,30,91,1006
18:36:18.760,,29,85,1009
18:36:18.797,,35,85,1016
18:36:18.834,,21,96,1010
18:36:18.871,,47,99,984
18:36:18.908,,35,31,1056
18:36:18.945,,63,120,965
18:36:18.982,,15,28,1037
18:36:19.019,,53,123,1021
18:36:19.056,,-1,86,966
18:36:19.093,,51,64,1061
18:36:19.130,,29,113,967
18:36:19.167,,28,42,1039
18:36:19.204,,30,117,1005
18:36:19.242,,0,70,994
18:36:19.279,,43,73,1037
18:36:19.316,,14,97,987
18:36:19.353,,28,64,1023
18:36:19.390,,31,92,1009
18:36:19.427,,25,61,1003
18:36:19.464,,34,72,1022
18:36:19.501,,29,68,1006
18:36:19.538,,38,66,1015
18:36:19.575,,22,81,1012
18:36:19.612,,25,61,1011
18:36:19.649,,27,59,1017
18:36:19.686,,30,67,1007
18:36:19.723,,36,60,1017
18:36:19.760,,35,56,1009
18:36:19.797,,35,64,1012
18:36:19.834,,28,57,1019
18:36:19.872,,31,60,1005
18:36:19.909,,28,60,1016
18:36:19.946,,24,69,1011
18:36:19.983,,30,62,1008
18:36:20.020,,36,48,1017
18:36:20.057,,38,54,1012
18:36:20.094,,30,47,1012
18:36:20.131,,33,65,1018
18:36:20.168,,30,54,1005
18:36:20.205,,33,54,1020
18:36:20.242,,28,74,1009
18:36:20.279,,27,51,1014
18:36:20.316,,30,54,1016
18:36:20.353,,26,69,1008
18:36:20.390,,30,50,1016
18:36:20.427,,44,47,1013
18:36:20.464,,41,47,1007
18:36:20.502,,44,54,1021
18:36:20.539,,42,46,1008
18:36:20.576,,41,59,1011
18:36:20.613,,37,56,1013
18:36:20.650,,40,44,1017
18:36:20.687,,40,49,1010
18:36:20.724,,29,59,1015
18:36:20.761,,36,49,1011
18:36:20.798,,45,33,1019
18:36:20.835,,50,56,1005
18:36:20.872,,54,30,1023
18:36:20.909,,58,54,1000
18:36:20.946,,53,36,1018
18:36:20.983,,77,44,1021
18:36:21.020,,73,1,1003
18:36:21.057,,81,10,1014
18:36:21.094,,57,47,1031
18:36:21.132,,61,0,1012
18:36:21.169,,62,13,1006
18:36:21.206,,63,34,1024
18:36:21.243,,62,36,1011
18:36:21.280,,78,45,1021
18:36:21.317,,52,33,1017
18:36:21.354,,66,22,1014
18:36:21.391,,71,33,1014
18:36:21.428,,68,41,1027
18:36:21.465,,82,69,1022
18:36:21.502,,59,60,1038
18:36:21.539,,42,66,1016
18:36:21.576,,52,79,1050
18:36:21.613,,68,70,1049
18:36:21.650,,15,96,1007
18:36:21.687,,51,35,1015
18:36:21.724,,28,69,1016
18:36:21.761,,8,15,1022
18:36:21.799,,30,24,1057
18:36:21.836,,46,58,1056
18:36:21.873,,58,117,1060
18:36:21.910,,94,106,1037
18:36:21.947,,134,-80,1011
18:36:21.984,,109,-87,988
18:36:22.021,,77,-111,993
18:36:22.058,,13,-56,1018
18:36:22.095,,-7,-60,1041
18:36:22.132,,-33,-96,992
18:36:22.169,,-97,70,971
18:36:22.206,,-35,244,938
18:36:22.243,,-33,132,951
18:36:22.280,,57,283,771
18:36:22.317,,46,458,765
18:36:22.354,,36,512,786
18:36:22.391,,-48,476,880
18:36:22.428,,57,299,1120
18:36:22.466,,273,-163,1214
18:36:22.503,,311,-470,1081
18:36:22.540,,203,-238,945
18:36:22.577,,81,56,965
18:36:22.614,,85,1,993
18:36:22.651,,113,-195,1002
18:36:22.688,,68,-161,1019
18:36:22.725,,69,10,1036
18:36:22.762,,54,-30,1057
18:36:22.799,,153,-163,1138
18:36:22.836,,200,-45,1159
18:36:22.873,,169,-41,1068
18:36:22.910,,233,-1,960
18:36:22.947,,149,-68,871
18:36:22.984,,227,93,746
18:36:23.021,,264,-314,581
18:36:23.058,,306,-354,627
18:36:23.095,,190,-95,1181
18:36:23.133,,307,-157,1391
18:36:23.170,,150,-103,1163
18:36:23.207,,60,-108,968
18:36:23.244,,51,-23,979
18:36:23.281,,120,-14,1000
18:36:23.318,,176,-36,992
18:36:23.355,,183,-59,1010
18:36:23.392,,175,-28,1006
18:36:23.429,,167,16,1004
18:36:23.466,,146,22,1020
18:36:23.503,,135,-9,993
18:36:23.540,,131,-16,1020
18:36:23.577,,120,19,1007
18:36:23.614,,105,40,999
18:36:23.651,,129,52,1007
18:36:23.688,,137,48,1014
18:36:23.725,,125,46,982
18:36:23.762,,124,24,998
18:36:23.800,,113,77,1018
18:36:23.837,,103,91,999
18:36:23.874,,102,83,996
18:36:23.911,,103,77,1018
18:36:23.948,,114,79,1014
18:36:23.985,,94,80,1014
18:36:24.022,,94,78,991
18:36:24.059,,99,76,1010
18:36:24.096,,114,48,1021
18:36:24.133,,106,55,986
18:36:24.170,,72,54,994
18:36:24.207,,87,150,995
18:36:24.244,,97,22,1029
18:36:24.281,,105,36,1034
18:36:24.318,,108,66,1001
18:36:24.355,,97,87,981
18:36:24.392,,108,45,995
18:36:24.429,,123,11,1011
18:36:24.467,,118,18,1013
18:36:24.504,,106,51,1013
18:36:24.541,,106,52,1013
18:36:24.578,,101,63,1003
18:36:24.615,,106,83,1011
18:36:24.652,,104,78,1014
18:36:24.689,,112,41,1007
18:36:24.726,,122,45,1005
18:36:24.763,,111,97,1005
18:36:24.800,,111,79,1000
18:36:24.837,,110,86,1003
18:36:24.874,,112,76,1003
18:36:24.911,,113,70,997
18:36:24.948,,111,91,1003
18:36:24.985,,114,89,1001
18:36:25.022,,119,92,1000
18:36:25.059,,116,94,995
18:36:25.097,,114,88,995
18:36:25.134,,109,107,1001
18:36:25.171,,106,105,1001
18:36:25.208,,105,88,998
18:36:25.245,,111,79,1005
18:36:25.282,,120,96,1003
18:36:25.319,,116,94,1005
18:36:25.356,,115,80,1001
18:36:25.393,,105,99,1000
18:36:25.430,,106,94,1002
18:36:25.467,,118,91,1012
18:36:25.504,,119,90,1007
18:36:25.541,,115,90,1007
18:36:25.578,,118,95,1002
18:36:25.615,,113,76,994
18:36:25.652,,112,88,1001
18:36:25.690,,111,97,1002
18:36:25.727,,114,91,1007
18:36:25.764,,111,97,998
18:36:25.801,,111,88,997
18:36:25.838,,113,93,1003
18:36:25.875,,117,103,998
18:36:25.912,,113,100,1002
18:36:25.949,,115,105,997
18:36:25.986,,115,100,1001
18:36:26.023,,118,96,994
18:36:26.060,,111,99,997
18:36:26.097,,120,95,994
18:36:26.134,,127,90,997
18:36:26.171,,125,90,989
18:36:26.208,,120,99,996
18:36:26.245,,119,99,996
18:36:26.282,,112,103,1003
18:36:26.320,,100,117,998
18:36:26.357,,102,129,1006
18:36:26.394,,100,119,1002
18:36:26.431,,97,105,996
18:36:26.468,,98,111,1000
18:36:26.505,,102,99,996
18:36:26.542,,95,65,995
18:36:26.579,,92,106,995
18:36:26.616,,93,94,1001
18:36:26.653,,94,72,997
18:36:26.690,,91,91,1001
18:36:26.727,,98,88,1005
18:36:26.764,,100,48,1009
18:36:26.801,,96,79,1006
18:36:26.838,,97,104,1015
18:36:26.875,,104,85,1010
18:36:26.913,,106,63,1010
18:36:26.950,,107,81,1013
18:36:26.987,,111,78,1015
18:36:27.024,,103,99,1016
18:36:27.061,,106,83,1012
18:36:27.098,,97,78,1006
18:36:27.135,,104,75,1005
18:36:27.172,,102,81,1001
18:36:27.209,,102,97,996
18:36:27.246,,99,93,998
18:36:27.283,,101,88,992
18:36:27.320,,98,94,992
18:36:27.357,,93,91,991
18:36:27.394,,88,88,996
18:36:27.431,,93,94,997
18:36:27.468,,98,94,999
18:36:27.506,,99,91,991
18:36:27.543,,97,86,1001
18:36:27.580,,108,95,1008
18:36:27.617,,112,97,1008
18:36:27.654,,115,113,997
18:36:27.691,,121,116,1001
18:36:27.728,,121,107,1010
18:36:27.765,,110,95,998
18:36:27.802,,105,96,997
18:36:27.839,,108,89,993
18:36:27.876,,110,83,999
18:36:27.913,,100,105,992
18:36:27.950,,103,96,980
18:36:27.987,,111,80,982
18:36:28.024,,126,74,988
18:36:28.061,,131,80,999
18:36:28.099,,126,80,992
18:36:28.136,,135,65,1001
18:36:28.173,,138,93,996
18:36:28.210,,129,97,994
18:36:28.247,,132,89,1004
18:36:28.284,,146,98,1005
18:36:28.321,,133,102,1007
18:36:28.358,,123,84,1005
18:36:28.395,,113,62,1004
18:36:28.432,,104,59,1004
18:36:28.469,,103,63,1007
18:36:28.506,,101,71,1013
18:36:28.543,,110,66,1009
18:36:28.580,,116,86,1011
18:36:28.617,,112,92,999
18:36:28.654,,100,80,1003
18:36:28.691,,93,75,1002
18:36:28.728,,88,88,1003
18:36:28.766,,80,93,999
18:36:28.803,,81,88,999
18:36:28.840,,94,82,999
18:36:28.877,,95,100,992
18:36:28.914,,90,110,997
18:36:28.951,,81,124,1001
18:36:28.988,,73,124,1003
18:36:29.025,,53,119,1009
18:36:29.062,,33,131,990
18:36:29.099,,9,152,991
18:36:29.136,,6,147,995
18:36:29.173,,14,152,1001
18:36:29.210,,10,184,990
18:36:29.247,,8,192,994
18:36:29.284,,4,180,995
18:36:29.321,,3,197,988
18:36:29.358,,1,217,977
18:36:29.395,,19,203,969
18:36:29.433,,31,173,971
18:36:29.470,,28,175,985
18:36:29.507,,31,185,992
18:36:29.544,,22,156,984
18:36:29.581,,25,163,971
18:36:29.618,,32,169,979
18:36:29.655,,42,169,982
18:36:29.692,,41,131,970
18:36:29.729,,51,128,987
18:36:29.766,,67,135,1001
18:36:29.803,,70,170,1001
18:36:29.840,,62,124,1001
18:36:29.877,,66,128,1000
18:36:29.914,,75,132,999
18:36:29.951,,78,112,1009
18:36:29.988,,84,85,1006
18:36:30.025,,88,89,1005
18:36:30.062,,95,109,1003
18:36:30.100,,101,95,1009
18:36:30.137,,117,75,1000
18:36:30.174,,115,73,998
18:36:30.211,,125,91,1003
18:36:30.248,,126,79,1001
18:36:30.285,,109,98,998
18:36:30.322,,96,89,994
18:36:30.359,,104,84,992
18:36:30.396,,103,81,988
18:36:30.433,,86,76,991
18:36:30.470,,81,109,987
18:36:30.507,,103,75,984
18:36:30.544,,131,21,985
18:36:30.581,,159,-3,1010
18:36:30.618,,193,-69,999
18:36:30.655,,228,-150,977
18:36:30.692,,272,0,992
18:36:30.730,,152,-94,991
18:36:30.767,,205,-92,999
18:36:30.804,,174,-72,996
18:36:30.841,,125,-51,988
18:36:30.878,,194,-131,971
18:36:30.915,,182,-159,1001
18:36:30.952,,273,-101,969
18:36:30.989,,132,-150,999
18:36:31.026,,186,-79,984
18:36:31.063,,153,-112,999
18:36:31.100,,148,-189,989
18:36:31.137,,181,-160,953
18:36:31.174,,195,-169,986
18:36:31.211,,201,-208,1010
18:36:31.248,,152,-142,994
18:36:31.285,,110,-166,983
18:36:31.323,,119,-106,970
18:36:31.360,,109,-144,1004
18:36:31.397,,97,-149,981
18:36:31.434,,77,-129,984
18:36:31.471,,98,-116,1009
18:36:31.508,,147,-180,1007
18:36:31.545,,110,-168,992
18:36:31.582,,105,-182,977
18:36:31.619,,290,-89,962
18:36:31.656,,-21,-190,1015
18:36:31.693,,144,-157,995
18:36:31.730,,-66,-253,1024
18:36:31.767,,-7,-173,988
18:36:31.804,,32,-48,970
18:36:31.841,,52,-150,1026
18:36:31.878,,17,-151,1012
18:36:31.916,,22,-144,995
18:36:31.953,,31,-181,1007
18:36:31.990,,36,-141,1016
18:36:32.027,,164,-70,1003
18:36:32.064,,182,-61,994
18:36:32.101,,86,-91,1006
18:36:32.138,,162,-68,984
18:36:32.175,,80,-174,987
18:36:32.212,,63,-133,1004
18:36:32.249,,159,-52,1007
18:36:32.286,,146,-133,991
18:36:32.323,,116,-42,1011
18:36:32.360,,147,-122,1002
18:36:32.397,,123,-114,1007
18:36:32.434,,149,-113,1004
18:36:32.471,,142,-119,975
18:36:32.509,,245,-36,999
18:36:32.546,,51,-134,1017
18:36:32.583,,166,-79,957
18:36:32.620,,119,-55,995
18:36:32.657,,134,-115,1010
18:36:32.694,,110,-111,967
18:36:32.731,,67,-72,991
18:36:32.768,,155,-155,995
18:36:32.805,,103,-76,998
18:36:32.842,,164,-17,1024
18:36:32.879,,208,-101,1000
18:36:32.916,,160,-154,981
18:36:32.953,,156,-38,1000
18:36:32.990,,132,-70,1019
18:36:33.027,,87,-43,986
18:36:33.064,,53,44,983
18:36:33.101,,91,6,1004
18:36:33.139,,115,-35,984
18:36:33.176,,108,-38,985
18:36:33.213,,130,-220,980
18:36:33.250,,110,-92,1000
18:36:33.287,,95,-170,995
18:36:33.324,,88,-214,972
18:36:33.361,,111,-100,1013
18:36:33.398,,134,-91,1004
18:36:33.435,,137,-177,1016
18:36:33.472,,156,-4,1028
18:36:33.509,,105,-14,1022
18:36:33.546,,89,-59,1011
18:36:33.583,,80,-40,1014
18:36:33.620,,85,-23,1009
18:36:33.657,,96,-39,1000
18:36:33.694,,114,-63,998
18:36:33.732,,108,-54,1013
18:36:33.769,,117,-31,1011
18:36:33.806,,85,-25,992
18:36:33.843,,103,-26,1002
18:36:33.880,,101,-23,1007
18:36:33.917,,103,-27,998
18:36:33.954,,107,-39,992
18:36:33.991,,117,-35,993
18:36:34.028,,108,-30,1001
18:36:34.065,,86,-22,992
18:36:34.102,,93,-48,1008
18:36:34.139,,104,-44,1003
18:36:34.176,,100,-25,999
18:36:34.213,,106,-26,1006
18:36:34.250,,115,-20,1016
18:36:34.287,,111,-6,1011
18:36:34.324,,114,-17,1007
18:36:34.362,,117,-21,1012
18:36:34.399,,109,-22,1005
18:36:34.436,,96,-19,1007
18:36:34.473,,98,-4,1018
18:36:34.510,,99,-14,1003
18:36:34.547,,95,-14,993
18:36:34.584,,99,-15,998
18:36:34.621,,99,-27,1000
18:36:34.658,,94,-23,994
18:36:34.695,,99,-30,1007
18:36:34.732,,114,-17,1014
18:36:34.769,,110,-6,1006
18:36:34.806,,120,-14,1008
18:36:34.843,,118,-9,1006
18:36:34.880,,109,-14,995
18:36:34.917,,111,-18,1004
18:36:34.955,,112,-22,1019
18:36:34.992,,109,-21,1021
18:36:35.029,,102,-6,1012
18:36:35.066,,106,-8,1007
18:36:35.103,,100,-12,995
18:36:35.140,,103,-6,995
18:36:35.177,,110,-12,1008
18:36:35.214,,107,-7,1014
18:36:35.251,,114,-10,1009
18:36:35.288,,119,-11,1001
18:36:35.325,,113,-9,1004
18:36:35.362,,91,13,991
18:36:35.399,,74,0,1010
18:36:35.436,,84,4,1009
18:36:35.473,,76,-3,1014
18:36:35.510,,104,2,1015
18:36:35.547,,90,9,999
18:36:35.585,,95,10,1006
18:36:35.622,,103,-3,1008
18:36:35.659,,92,2,1007
18:36:35.696,,99,3,1018
18:36:35.733,,93,-2,1014
18:36:35.770,,96,9,997
18:36:35.807,,91,0,994
18:36:35.844,,92,5,998
18:36:35.881,,85,8,1007
18:36:35.918,,80,-2,1010
18:36:35.955,,88,-2,1008
18:36:35.992,,94,-4,1007
18:36:36.029,,100,-3,1013
18:36:36.066,,92,0,1015
18:36:36.103,,95,-3,1011
18:36:36.140,,111,-7,1017
18:36:36.177,,105,2,1012
18:36:36.215,,95,-4,1025
18:36:36.252,,97,0,1033
18:36:36.289,,94,3,1014
18:36:36.326,,98,1,1003
18:36:36.363,,105,-5,1015
18:36:36.400,,98,6,1008
18:36:36.437,,94,2,1004
18:36:36.474,,109,0,1007
18:36:36.511,,112,-8,1002
18:36:36.548,,107,-3,995
18:36:36.585,,103,-2,991
18:36:36.622,,104,-10,984
18:36:36.659,,112,-8,981
18:36:36.696,,109,-16,993
18:36:36.733,,109,-4,1007
18:36:36.770,,101,6,1004
18:36:36.807,,108,-8,994
